2024-06-02 12:34:37 0 [Note] Starting MariaDB 10.4.28-MariaDB source revision c8f2e9a5c0ac5905f28b050b7df5a9ffd914b7e7 as process 15220
2024-06-02 12:34:37 0 [Note] InnoDB: Mutexes and rw_locks use Windows interlocked functions
2024-06-02 12:34:37 0 [Note] InnoDB: Uses event mutexes
2024-06-02 12:34:37 0 [Note] InnoDB: Compressed tables use zlib 1.2.12
2024-06-02 12:34:37 0 [Note] InnoDB: Number of pools: 1
2024-06-02 12:34:37 0 [Note] InnoDB: Using SSE2 crc32 instructions
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=320] with future log sequence number 3209383
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=63] with future log sequence number 3209906
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=62] with future log sequence number 3209867
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=218] with future log sequence number 3216344
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=217] with future log sequence number 3216300
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=216] with future log sequence number 3216256
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=215] with future log sequence number 3216212
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=214] with future log sequence number 3216168
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=213] with future log sequence number 3216124
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=212] with future log sequence number 3216080
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=211] with future log sequence number 3216036
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=210] with future log sequence number 3215992
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=209] with future log sequence number 3215948
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=355] with future log sequence number 3216344
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=354] with future log sequence number 3216300
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=353] with future log sequence number 3216256
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=352] with future log sequence number 3216212
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=220] with future log sequence number 3228520
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=38, page number=2] with future log sequence number 3228444
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=38, page number=131] with future log sequence number 3228444
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=38, page number=3] with future log sequence number 3228540
2024-06-02 12:34:37 0 [Warning] InnoDB: Ignoring a doublewrite copy of page [page id: space=0, page number=357] with future log sequence number 3228520
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=7] log sequence number 2082119 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=11] log sequence number 2109210 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=6] log sequence number 3188003 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=301] log sequence number 3188003 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=45] log sequence number 3188042 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=306] log sequence number 3188042 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=46] log sequence number 3188081 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=309] log sequence number 3188081 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=47] log sequence number 3188120 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=311] log sequence number 3188120 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=48] log sequence number 3188159 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=312] log sequence number 3188159 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=49] log sequence number 3209055 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=313] log sequence number 3209055 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=50] log sequence number 3209094 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=314] log sequence number 3209094 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=51] log sequence number 3209133 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=315] log sequence number 3209133 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=52] log sequence number 3209172 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=316] log sequence number 3209172 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=53] log sequence number 3209211 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=317] log sequence number 3209211 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=54] log sequence number 3209266 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=318] log sequence number 3209266 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=55] log sequence number 3209305 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=319] log sequence number 3209305 is in the future! Current system log sequence number 300306.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Your database may be corrupt or you may have copied the InnoDB tablespace but not the InnoDB log files. Please refer to https://mariadb.com/kb/en/library/innodb-recovery-modes/ for information about forcing recovery.
2024-06-02 12:34:37 0 [ERROR] InnoDB: Page [page id: space=0, page number=56] log sequence number 3209383 is in the future! Current system log sequence number 300306.
